"Имя","Категория","Категория системы","Количество","Марка","Номинальная высота","Номинальная длина","Номинальная ширина","Относительная высота верха объекта","Относительная высота низа объекта","Расположение осветительного прибора относительно оси","Смещение осветительного прибора по вертикали","Смещение осветительного прибора по горизонтали","Список систем","Список систем.Имя","Список систем.Категория","Список систем.Обозначение","Список систем.Уникальный идентификатор","Список систем.Уникальный идентификатор категории","Стиль осветительного прибора","Стиль осветительного прибора.Имя","Стиль осветительного прибора.Категория","Стиль осветительного прибора.Материал","Стиль осветительного прибора.Материал.Имя","Стиль осветительного прибора.Материал.Плотность","Стиль осветительного прибора.Материал.Теплопроводность","Стиль осветительного прибора.Материал.Уникальный идентификатор","Стиль осветительного прибора.Уникальный идентификатор","Стиль осветительного прибора.Уникальный идентификатор категории","Тип объекта","Угол поворота осветительного прибора","Уникальный идентификатор","Уникальный идентификатор категории","Уровень"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","d2db1790-227f-4a0a-bb0d-6284370cb6f7","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","5afea6d4-536b-45ff-99b9-3b089dd5fe9c","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","4a652ed6-b29b-4b03-bb85-820d6ed08ebb","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","bf67d282-029b-4f4e-a4d4-4a73cc0e7dcc","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","825fda6c-5122-4e9c-b7af-a7bd5383acfe","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","4cec9ae8-9a59-4d37-ab6a-28600903c942","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","82eb96f2-47bc-4019-b91c-c3fd9a2b0cd0","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","fa79fb5e-9134-489b-a61f-a30e986462bd","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","6ce54ce3-b4ee-4393-9c5c-151a8e907007","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","f5bbd9e5-2c06-4f6c-ad9a-f2f7331ca78e","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","dc6edce0-2341-45df-8051-273927d334d7","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","e3bf0562-1743-4b09-a85c-30350733a8d7","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","b85a329a-f653-4c30-ba40-faf0cd977933","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","a12642f4-0288-43e1-a1d3-257f8712f4ed","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","abfdbf1f-435d-424f-ad4b-471981dcb75c","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","241a53cc-b9f9-4ba2-aaa5-2d232b9ac13b","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","6acbd634-d2a3-4b93-85f1-6e922ca9ba25","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","b9fb552c-3e24-447c-9039-60a9e35361cd","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","2369d489-99d5-4cf2-b6fe-dc4023535013","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","03ff0e53-2f47-41cd-aec5-f3c414b4ac99","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","343d18d5-15a6-4e6c-a795-7fe75888a328","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","662976b3-bf0c-4a8f-9a77-938f52f95725","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","dfb52188-3ca5-46ed-8824-d2b13b980eae","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","1fc1a314-b30a-4e4b-8937-bd075117fdc8","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","d9125acd-41b9-4142-99a4-de615ce1f1f1","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","b58a0e18-0d45-481c-8c70-4260178b1ecd","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","07adccce-2f08-4ba1-8603-c420d3a99363","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","1e875fe9-a678-42b1-983b-921276f982fd","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","ca1765ba-9737-465f-943a-29afa241f880","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","05db4a17-2b4c-448b-9106-eb3d72dd5b3a","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"
"Линейный светильник - Светильник OWP/R418 УХЛ3","Линейный светильник","Осветительная сеть","1","","110.0000000","595.0000000","595.0000000","5810.6129332","5700.6129332","По центру","0.0000000","0.0000000","","","","","","","Светильник OWP/R418 УХЛ3","Светильник OWP/R418 УХЛ3","Линейный светильник","(нет)","(нет)","0.7000000","0.7000000","00000000-0000-0000-0000-000000000000","895d8c31-b3b6-4bcd-8630-c9b5bc6941a8","4a1982c3-83d1-4f95-99bc-b207fbc04537","Осветительный прибор","0.0000000","ef8268f5-84ca-43c7-96e7-1b0c189343cc","4a1982c3-83d1-4f95-99bc-b207fbc04537","2"