"Высота стены","Имя","Имя родительского объекта","Количество","Марка","Марка родительского объекта","Многослойный материал","Многослойный материал.Имя","Многослойный материал.Уникальный идентификатор","Номинальная высота","Номинальная длина","Номинальная толщина","Общая длина арматурных стержней","Общая масса арматурных стержней","Относительная высота верха базовой линии объекта","Относительная высота верха объекта","Относительная высота низа базовой линии объекта","Относительная высота низа объекта","Полная масса","Полная площадь боковой поверхности слева","Полная площадь боковой поверхности справа","Полная площадь продольного сечения","Полный объём","Расположение стены относительно базовой линии","Смещение по вертикали","Смещение родительского объекта по вертикали","Смещение стены по горизонтали","Стиль армирования","Стиль армирования.Имя","Стиль армирования.Уникальный идентификатор","Тип объекта","Толщина стены","Уникальный идентификатор","Уникальный идентификатор родительского объекта","Уровень","Чистая масса","Чистая площадь боковой поверхности слева","Чистая площадь боковой поверхности справа","Чистая площадь основания","Чистая площадь продольного сечения","Чистый объём"
"3000.0000000","Стена: 100,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","2084.8557756","100.0000000","0.0000000","0.0000000","0.0000000","3000.0000000","0.0000000","0.0000000","1438.5504852","6.2545673","6.2545673","6.2545673","0.6254567","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","100.0000000","f702998e-a25c-4214-91fe-56c8febe0be4","","1","1189.3413380","5.3010493","5.1710493","0.1884856","5.1710493","0.5171049"
"3000.0000000","Стена: 100,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","2047.4970828","100.0000000","0.0000000","0.0000000","0.0000000","3000.0000000","0.0000000","0.0000000","1412.7729872","6.1424912","6.1424912","6.1424912","0.6142491","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","100.0000000","d241600b-7f38-49e5-8ddb-e817994422a2","","1","1178.7643227","5.2516468","5.6760119","0.1885668","5.1222962","0.5125062"
"3000.0000000","Стена: 450,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","14622.8539059","450.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","45403.9613779","43.8685617","43.8685617","43.8685617","19.7408528","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","450.0000000","aae1f4ca-e01e-48b8-9014-5a05924baa7e","","1","42377.0306194","40.9439909","40.9439909","6.5802843","40.9439909","18.4247959"
"3000.0000000","Стена: 250,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","3444.3721941","250.0000000","0.0000000","0.0000000","3000.0000000","5810.6129332","3000.0000000","3000.0000000","5941.5420347","10.3331166","10.3331166","10.3331166","2.5832791","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","250.0000000","dfea810c-7872-4e55-9fd0-3ed8c6613039","","1","5566.4582953","9.3308376","10.0307564","0.8610930","9.6807970","2.4201993"
"3000.0000000","Стена: 250,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","3351.7194312","250.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","5781.7160188","10.0551583","10.0551583","10.0551583","2.5137896","Справа","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","250.0000000","50fbb1bc-65fa-43ca-9e30-8d1e959ed3cd","","1","5396.2682842","9.6648144","9.1048144","0.8379299","9.3848144","2.3462036"
"3000.0000000","Стена: 200,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","2126.7730526","200.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","3107.4468125","6.7553192","6.7553192","6.7553192","1.3510638","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","200.0000000","311ae466-d586-483d-93fa-42c7cee73b44","","1","1937.7336917","4.2824645","4.1424645","0.2553546","4.2124645","0.8424929"
"3000.0000000","Стена: 200,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","11218.6782966","200.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","15481.7760492","33.6560349","33.6560349","33.6560349","6.7312070","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","200.0000000","b9d9ae42-4695-4f62-bf62-1fc43911d621","","1","13648.1076460","29.3897992","29.9497992","2.0737357","29.6697992","5.9339598"
"3000.0000000","Стена: 200,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","6532.9718016","200.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","9153.5010862","19.8989154","19.8989154","19.8989154","3.9797831","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","200.0000000","95e01b89-e936-46c4-b3d8-811203405a02","","1","8414.4676805","18.2923210","18.2923210","1.3065944","18.2923210","3.6584642"
"3000.0000000","Стена: 200,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","11118.6782966","200.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","15343.7760492","33.3560349","33.3560349","33.3560349","6.6712070","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","200.0000000","2da56b94-4e23-4e7f-baa3-a22eb6739419","","1","13189.2576460","29.0216928","28.3229056","1.9837357","28.6722992","5.7344598"
"3000.0000000","Стена: 200,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","24058.6578059","200.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","33200.9477722","72.1759734","72.1759734","72.1759734","14.4351947","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","200.0000000","fc399383-a14a-4b2c-87f7-73b63c8dc659","","1","28582.9012540","62.1367419","62.1367419","4.3017316","62.1367419","12.4273484"
"3000.0000000","Стена: 200,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","24058.6578059","200.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","33200.9477722","72.1759734","72.1759734","72.1759734","14.4351947","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","200.0000000","e23815ea-960b-4c3d-a3ea-5cf3add85e0d","","1","28582.9012540","62.1367419","62.1367419","4.3017316","62.1367419","12.4273484"
"3000.0000000","Стена: 200,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","5582.0491656","200.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","7703.2278486","16.7461475","16.7461475","16.7461475","3.3492295","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","200.0000000","3cd38caa-8a81-4f5a-ac70-6205c001d2a2","","1","6932.0793253","15.6297377","15.0697377","1.0764098","15.0697377","3.0139475"
"3000.0000000","Стена: 200,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","5570.4340209","200.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","7687.1989489","16.7113021","16.7113021","16.7113021","3.3422604","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","200.0000000","b87407f5-fe94-4a26-96ed-79553ffec4d1","","1","6917.1190189","15.5972153","15.0372153","1.0740868","15.0372153","3.0074431"
"3000.0000000","Стена: 200,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","6200.1971089","200.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","8556.2720103","18.6005913","18.6005913","18.6005913","3.7201183","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","200.0000000","776d9121-d092-45d3-8c87-3f390240e136","","1","7985.8538763","17.3605519","17.3605519","1.2400394","17.3605519","3.4721104"
"3000.0000000","Стена: 200,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","7635.7961380","200.0000000","0.0000000","0.0000000","0.0000000","3000.0000000","0.0000000","0.0000000","10537.3986705","22.9073884","22.9073884","22.9073884","4.5814777","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","200.0000000","cf5c581c-bf25-4521-a801-ebdeded7dcd9","","1","9852.4677569","21.4184082","21.4184082","1.5271592","21.4184082","4.2836816"
"3000.0000000","Стена: 200,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","6156.5656382","200.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","8634.0605807","18.7696969","18.7696969","18.7696969","3.7539394","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","200.0000000","ccf247be-9f20-4e91-8f09-9e27579a27b7","","1","7929.6565420","17.2383838","17.2383838","1.2313131","17.2383838","3.4476768"
"3000.0000000","Стена: 450,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","5095.8731390","450.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","15822.6860967","15.2876194","15.2876194","15.2876194","6.8794287","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","450.0000000","8b572b28-5124-41e2-a188-6300c876ad72","","1","14767.8403569","14.2684448","14.2684448","2.2931429","14.2684448","6.4208002"
"3000.0000000","Стена: 200,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","4572.3238584","200.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","6309.8069246","13.7169716","13.7169716","13.7169716","2.7433943","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","200.0000000","6b85b401-b19e-45e6-9a39-5adc6890bd5e","","1","5889.1531296","12.8025068","12.8025068","0.9144648","12.8025068","2.5605014"
"3000.0000000","Стена: 200,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","6014.8105075","200.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","8300.4385004","18.0444315","18.0444315","18.0444315","3.6088863","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","200.0000000","e9a6a3a1-1444-4b70-933b-c95c6298557a","","1","6365.9259020","14.3989694","14.3989694","0.9429621","13.8389694","2.7677939"
"3000.0000000","Стена: 450,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","8421.0382633","450.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","26147.3238075","25.2631148","25.2631148","25.2631148","11.3684017","Справа","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","450.0000000","313a482e-d7e2-4c3e-8472-c631d49defe3","","1","24404.1688870","23.5789071","23.5789071","3.7894672","23.5789071","10.6105082"
"3000.0000000","Стена: 250,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","4664.7393573","250.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","8046.6753914","13.9942181","13.9942181","13.9942181","3.4985545","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","250.0000000","bfedaec0-8fa9-4e38-b79d-c7851e8de84f","","1","6344.9130102","11.0347179","12.0186515","0.9283153","11.0346022","2.7586578"
"3000.0000000","Стена: 250,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","3610.6119907","250.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","6228.3056839","10.8318360","10.8318360","10.8318360","2.7079590","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","250.0000000","60a22ec4-6ed6-4833-8ca5-161729a66e29","","1","5813.0853050","10.1097136","10.1097136","0.9026530","10.1097136","2.5274284"
"3000.0000000","Стена: 250,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","4514.1159359","250.0000000","0.0000000","0.0000000","3000.0000000","5810.6129332","3000.0000000","3000.0000000","7786.8499895","13.5423478","13.5423478","13.5423478","3.3855870","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","250.0000000","7f1401ab-5610-4f80-b2d8-e158c633d239","","1","6293.3362631","10.8752733","11.0145920","0.9160290","10.9449326","2.7362332"
"3000.0000000","Стена: 200,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","2038.6857866","200.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","2813.3863855","6.1160574","6.1160574","6.1160574","1.2232115","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","200.0000000","8fef592b-3bde-422d-8e66-d22431243a83","","1","2625.8272931","5.9888333","5.4278071","0.4077372","5.7083202","1.1416640"
"3000.0000000","Стена: 200,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","1435.3168403","200.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","1980.7372396","4.3059505","4.3059505","4.3059505","0.8611901","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","200.0000000","c27c00ba-d3a6-41cf-9fab-c1af8a4a407b","","1","1047.1380903","2.5569002","1.9958741","0.1170634","2.2763872","0.4552774"
"3000.0000000","Стена: 200,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","7173.9795848","200.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","10038.0918270","21.8219388","21.8219388","21.8219388","4.3643878","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","200.0000000","de477789-5723-4234-ab72-18e994cd1e5c","","1","8438.5357052","18.3446428","18.3446428","1.2647959","18.3446428","3.6689286"
"3000.0000000","Стена: 200,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","8118.2034308","200.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","11203.1207344","24.3546103","24.3546103","24.3546103","4.8709221","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","200.0000000","4800d67f-b391-4d17-a654-b280e835e67b","","1","10456.2460188","22.7309696","22.7309696","1.6236407","22.7309696","4.5461939"
"3000.0000000","Стена: 200,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","14387.3890718","200.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","19854.5969191","43.1621672","43.1621672","43.1621672","8.6324334","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","200.0000000","c582d19a-1374-438d-b3e2-3f91d31e3ce0","","1","15318.7301285","33.8615872","34.4215872","2.2420777","33.3015872","6.6603174"
"3000.0000000","Стена: 200,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","3093.6412441","200.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","4269.2249169","9.2809237","9.2809237","9.2809237","1.8561847","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","200.0000000","3fd53bbd-8446-437e-a511-e8b8a64bbbd2","","1","3984.6099224","8.6621955","8.6621955","0.6187282","8.6621955","1.7324391"
"3000.0000000","Стена: 200,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","4626.1795336","200.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","6384.1277563","13.8785386","13.8785386","13.8785386","2.7757077","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","200.0000000","e5bfce52-b8b5-4f62-92b0-c89dd76e4afa","","1","5156.9692392","11.2108027","11.2108027","0.7552359","11.2108027","2.2421605"
"3000.0000000","Стена: 450,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","5045.4724345","450.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","15666.1919092","15.1364173","15.1364173","15.1364173","6.8113878","Справа","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","450.0000000","b8886541-f9e2-4090-872f-6736908a568e","","1","14621.7791153","14.1273228","14.1273228","2.2704626","14.1273228","6.3572953"
"3000.0000000","Стена: 200,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","1064.6363294","200.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","1469.1981346","3.1939090","3.1939090","3.1939090","0.6387818","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","200.0000000","91570691-f53f-49ad-9ff5-16b751c49320","","1","475.9269696","1.7209817","1.5700680","0.1639017","1.0209817","0.2069248"
"3000.0000000","Стена: 450,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","8414.7698388","450.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","26127.8603494","25.2443095","25.2443095","25.2443095","11.3599393","Справа","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","450.0000000","cdffe294-e12c-44ca-9728-26aad47a614e","","1","23806.4029928","24.2613555","24.2613555","3.6966464","23.0013555","10.3506100"
"3000.0000000","Стена: 200,00 мм","","1","","","Бетон","Бетон","22ad1f3b-8886-4418-ac48-7d9de29be0cf","3000.0000000","5587.4874041","200.0000000","0.0000000","0.0000000","3010.6129332","5810.6129332","3010.6129332","3010.6129332","7710.7326176","16.7624622","16.7624622","16.7624622","3.3524924","По центру","0.0000000","","0.0000000","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Стена","200.0000000","c2ad2f7a-01d7-405d-bce7-19f64982c52b","","1","6395.1337764","13.9024647","13.9024647","0.9474975","13.9024647","2.7804929"